order_id,order_date,customer_id,region,product,quantity,unit_price,total_amount
10412,2023-01-02,CUST1096,North,Tablet,4,999.99,3999.96
10413,2023-08-06,CUST1068,West,Mobile,2,799.99,1599.98
10414,2023-06-27,CUST1019,East,Mobile,1,199.99,199.99
10415,2023-12-05,CUST1053,North,Mobile,2,199.99,399.98
10416,2023-02-21,CUST1076,North,Headphones,5,199.99,999.95
10417,2023-05-06,CUST1094,North,Headphones,4,299.99,1199.96
10418,2023-10-04,CUST1027,North,Mobile,5,499.99,2499.95
10419,2023-04-30,CUST1093,East,Monitor,5,499.99,2499.95
10420,2023-05-02,CUST1038,South,Monitor,2,799.99,1599.98
10421,2023-06-03,CUST1035,North,Monitor,5,299.99,1499.95
10422,2023-11-17,CUST1086,West,Monitor,4,199.99,799.96
10423,2023-06-26,CUST1082,West,Monitor,3,799.99,2399.9700000000003
10424,2023-07-29,CUST1019,East,Headphones,2,999.99,1999.98
10425,2023-08-31,CUST1030,South,Tablet,2,799.99,1599.98
10426,2023-01-30,CUST1071,West,Headphones,5,999.99,4999.95
10427,2023-03-10,CUST1049,South,Tablet,2,499.99,999.98
10428,2023-11-28,CUST1010,West,Tablet,1,999.99,999.99
10429,2023-04-08,CUST1006,East,Headphones,5,999.99,4999.95
10430,2023-01-21,CUST1009,South,Monitor,5,299.99,1499.95
10431,2023-09-03,CUST1026,East,Tablet,1,299.99,299.99
10432,2023-04-08,CUST1094,North,Headphones,2,999.99,1999.98
10433,2023-12-27,CUST1026,West,Mobile,5,499.99,2499.95
10434,2023-05-25,CUST1048,West,Monitor,3,499.99,1499.97
10435,2023-05-14,CUST1046,West,Headphones,1,799.99,799.99
10436,2023-06-13,CUST1026,East,Tablet,4,199.99,799.96
10437,2023-10-16,CUST1028,South,Laptop,3,999.99,2999.9700000000003
10438,2023-10-27,CUST1074,West,Tablet,2,299.99,599.98
10439,2023-06-18,CUST1029,West,Monitor,2,799.99,1599.98
10440,2023-10-09,CUST1083,East,Tablet,4,799.99,3199.96
10441,2023-08-24,CUST1021,East,Mobile,2,999.99,1999.98
10442,2023-09-08,CUST1023,North,Monitor,1,199.99,199.99
10443,2023-12-09,CUST1006,North,Headphones,2,299.99,599.98
10444,2023-02-04,CUST1090,South,Laptop,2,999.99,1999.98
10445,2023-08-22,CUST1047,North,Monitor,5,799.99,3999.95
10446,2023-12-04,CUST1062,North,Laptop,5,999.99,4999.95
10447,2023-07-30,CUST1001,North,Monitor,3,999.99,2999.9700000000003
10448,2023-05-27,CUST1002,West,Mobile,1,199.99,199.99
10449,2023-09-26,CUST1019,South,Mobile,5,999.99,4999.95
10450,2023-05-10,CUST1045,East,Headphones,1,499.99,499.99
10451,2023-07-27,CUST1058,South,Mobile,3,199.99,599.97
10452,2023-12-01,CUST1083,North,Laptop,4,799.99,3199.96
10453,2023-07-13,CUST1070,West,Laptop,1,299.99,299.99
10454,2023-02-12,CUST1063,West,Tablet,5,199.99,999.95
10455,2023-09-28,CUST1005,South,Mobile,5,799.99,3999.95
10456,2023-05-19,CUST1005,North,Tablet,5,999.99,4999.95
10457,2023-12-03,CUST1004,South,Tablet,1,299.99,299.99
10458,2023-10-28,CUST1018,West,Laptop,3,299.99,899.97
10459,2023-10-16,CUST1030,West,Monitor,3,799.99,2399.9700000000003
10460,2023-03-13,CUST1088,North,Monitor,3,199.99,599.97
10461,2023-02-20,CUST1055,South,Laptop,3,999.99,2999.9700000000003
10462,2023-11-11,CUST1076,West,Tablet,1,499.99,499.99
10463,2023-08-19,CUST1062,South,Tablet,5,799.99,3999.95
10464,2023-08-10,CUST1023,West,Laptop,5,499.99,2499.95
10465,2023-05-07,CUST1091,North,Laptop,3,299.99,899.97
10466,2023-07-14,CUST1091,South,Headphones,3,499.99,1499.97
10467,2023-02-24,CUST1011,North,Tablet,4,499.99,1999.96
10468,2023-05-19,CUST1013,South,Laptop,2,799.99,1599.98
10469,2023-08-18,CUST1071,West,Laptop,1,199.99,199.99
10470,2023-07-01,CUST1070,North,Monitor,5,499.99,2499.95
10471,2023-07-17,CUST1001,East,Headphones,4,199.99,799.96
10472,2023-10-14,CUST1031,South,Headphones,2,299.99,599.98
10473,2023-05-18,CUST1038,East,Headphones,2,199.99,399.98
10474,2023-03-27,CUST1055,East,Headphones,3,799.99,2399.9700000000003
10475,2023-02-09,CUST1046,East,Mobile,4,999.99,3999.96
10476,2023-11-12,CUST1025,West,Laptop,2,499.99,999.98
10477,2023-01-04,CUST1050,East,Monitor,4,499.99,1999.96
10478,2023-08-14,CUST1042,West,Monitor,2,499.99,999.98
10479,2023-06-14,CUST1077,South,Headphones,3,299.99,899.97
10480,2023-07-23,CUST1040,East,Headphones,5,299.99,1499.95
10481,2023-06-16,CUST1048,East,Headphones,3,199.99,599.97
10482,2023-10-16,CUST1025,South,Monitor,1,799.99,799.99
10483,2023-12-29,CUST1026,West,Tablet,1,799.99,799.99
10484,2023-12-11,CUST1063,South,Tablet,2,499.99,999.98
10485,2023-12-04,CUST1019,West,Headphones,1,799.99,799.99
10486,2023-11-03,CUST1061,West,Monitor,5,799.99,3999.95
10487,2023-10-06,CUST1004,East,Monitor,5,199.99,999.95
10488,2023-02-25,CUST1098,South,Tablet,2,999.99,1999.98
10489,2023-01-23,CUST1072,West,Tablet,4,199.99,799.96
10490,2023-01-06,CUST1012,East,Mobile,5,999.99,4999.95
10491,2023-10-13,CUST1074,South,Headphones,3,799.99,2399.9700000000003
10492,2023-08-26,CUST1098,South,Tablet,1,799.99,799.99
10493,2023-02-23,CUST1037,West,Laptop,1,299.99,299.99
10494,2023-06-28,CUST1039,East,Headphones,2,999.99,1999.98
10495,2023-09-05,CUST1044,West,Laptop,4,799.99,3199.96
10496,2023-06-13,CUST1008,East,Laptop,1,199.99,199.99
10497,2023-06-25,CUST1082,North,Mobile,2,999.99,1999.98
10498,2023-03-31,CUST1070,South,Tablet,5,799.99,3999.95
10499,2023-08-25,CUST1029,West,Mobile,2,799.99,1599.98
10500,2023-07-22,CUST1003,South,Headphones,5,799.99,3999.95
